:START_ID(Document),:END_ID(Organization),:TYPE
制造业智能化对区域经济低碳发展影响研究,兰州理工大学,PUBLISHED_BY
龟鳖目染色体进化及性别决定相关基因的基因组学研究,上海海洋大学,PUBLISHED_BY
面向预训练语言模型文本分类捷径学习问题的缓解技术研究,吉林大学,PUBLISHED_BY
大单元视角下数字化游戏教学活动设计与实践研究,西北师范大学,PUBLISHED_BY
基于改进Deformable DETR的心脏病检测算法研究,武汉轻工大学,PUBLISHED_BY
数字经济背景下技术创业企业商业模式创新驱动机制研究,哈尔滨工程大学,PUBLISHED_BY
华北平原典型灌区地下水硝态氮污染形成机制及模拟,华北水利水电大学,PUBLISHED_BY
城市雾霾污染的人体健康危害及生态环境损害的量化评估研究,山东大学,PUBLISHED_BY
晚期癌症家庭二元生命意义干预方案的构建与实证研究,中国人民解放军海军军医大学,PUBLISHED_BY
BiOIO3极性晶体材料制备及光催化性能提升策略研究,中国地质大学(北京),PUBLISHED_BY
基于机器视觉的堆叠工件识别与定位方法研究,长春工业大学,PUBLISHED_BY
应用流线模型表征注采井间动态关系,中国北京,PUBLISHED_BY
钯催化CO参与的烯炔环化反应研究,南昌航空大学,PUBLISHED_BY
多体量子态的可分性和纠缠度量,大连理工大学,PUBLISHED_BY
基于人工智能的质子交换膜燃料电池膜电极和流道布局优化,吉林大学,PUBLISHED_BY
智能化时代科技异化问题研究,青岛科技大学,PUBLISHED_BY
面向真实场景的图像超分辨率算法研究与识别应用,南京信息工程大学,PUBLISHED_BY
基于ECG和视觉信息融合的疲劳驾驶检测关键技术研究,南昌大学,PUBLISHED_BY
新型常春藤皂苷元衍生物29对脓毒症急性肺损伤的保护作用及机制探究,烟台大学,PUBLISHED_BY
基于多模态磁共振影像组学构建前列腺癌诊断模型及其与肿瘤分子标记物的相关性研究,长江大学,PUBLISHED_BY
磁约束核聚变检测维护轨道机器人压电驱动方法的研究,南京航空航天大学,PUBLISHED_BY
《农业5.0》（第1-3章）英汉翻译实践报告,齐鲁工业大学,PUBLISHED_BY
地缘政治欧洲,武汉大学,PUBLISHED_BY
多源信息融合的移动机器人SLAM方法研究,北京化工大学,PUBLISHED_BY
起源驯化与育种改良阶段小麦种质的基因组演变规律解析,中国湖南长沙,PUBLISHED_BY
数字化转型对劳动收入份额的影响研究,江西财经大学,PUBLISHED_BY
人工感知与人格同一性问题研究,山西大学,PUBLISHED_BY
面向预测可解释的深度自然语言处理方法研究,哈尔滨工业大学,PUBLISHED_BY
8-羟基喹啉前药的设计、合成和抗肿瘤活性研究,江南大学,PUBLISHED_BY
全国名中医朴炳奎诊治结直肠癌谨守病机思维挖掘整理与传承研究,中国中医科学院,PUBLISHED_BY
鼻咽癌患者恐惧疾病进展对创伤后成长的影响：一个链式中介模型,广州大学,PUBLISHED_BY
健康导向下兰州城市公园绿地空间格局优化策略研究,兰州交通大学,PUBLISHED_BY
中药植物基因组综合数据库的构建及中药基因组的注释,贵州医科大学,PUBLISHED_BY
颈痛颗粒治疗神经根型颈椎病的临床专家共识及机制研究,中国中医科学院,PUBLISHED_BY
人工智能创作对他人作品的合理使用问题研究,安徽财经大学,PUBLISHED_BY
基于机器学习的跨物种脑网络发育模式研究,电子科技大学,PUBLISHED_BY
基于多组学解析酵母培养物对湖羊瘤胃和肠道机能的调控作用,甘肃农业大学,PUBLISHED_BY
高压电性能锆钛酸铅铁电薄膜的低热预算制备和构效关系研究,山东大学,PUBLISHED_BY
9636例中国东南部地区腮腺区肿瘤构成比分析,中国内蒙古呼和浩特,PUBLISHED_BY
电动汽车聚合商参与电能-调频市场的运行与控制优化方法,广西大学,PUBLISHED_BY
理论计算辅助的铱基析氧活性位点设计与催化机制研究,吉林大学,PUBLISHED_BY
工业催化裂化提升管进料区反应结焦过程模拟研究,中国石油大学(北京),PUBLISHED_BY
宽禁带半导体HEMT器件大信号电路模型提取及其统计分析,西安电子科技大学,PUBLISHED_BY
科技前沿领域创新效率演化特征及追赶策略研究,长安大学,PUBLISHED_BY
基于农村社区人群筛查的慢性乙肝病毒感染者临床进展及影响因素的随访研究,山东大学,PUBLISHED_BY
深圳地区鹦鹉热衣原体分子流行病学特征分析及溯源分型体系的建立,南华大学,PUBLISHED_BY
CDK4/6抑制剂聚氨基酸纳米药物的制备及其治疗三阴性乳腺癌的研究,吉林大学,PUBLISHED_BY
马克思劳动解放思想研究,吉林大学,PUBLISHED_BY
分布式光伏储能充电桩智能微网,山东建筑大学,PUBLISHED_BY
低功耗二维钙钛矿突触晶体管的制备及突触功能研究,石家庄铁道大学,PUBLISHED_BY
数字普惠金融、金融素养与农户创业研究,江西农业大学,PUBLISHED_BY
漂浮型改性金属有机框架光催化剂的制备及其除藻性能研究,中国科学院大学(中国科学院东北地理与农业生态研究所),PUBLISHED_BY
机器人应用对就业结构及收入分配的影响研究,华中科技大学,PUBLISHED_BY
基于深度学习和信息检索技术的代码生成方法的研究与应用,南昌大学,PUBLISHED_BY
联合国人工智能监管机制设计研究,外交学院,PUBLISHED_BY
钯催化的不对称Heck反应合成轴手性喹啉氮氧类化合物,河南师范大学,PUBLISHED_BY
部编版高中语文毛泽东诗文教学研究,天水师范学院,PUBLISHED_BY
量子精确查询复杂度的研究,中国科学技术大学,PUBLISHED_BY
肥胖与缺血性脑卒中发病风险关联的前瞻性队列研究,青岛大学,PUBLISHED_BY
健脾化瘀解毒方通过抑制RIPK1-RIPK3-MLKL通路介导的程序性细胞坏死治疗胃癌前病变的研究,广州中医药大学,PUBLISHED_BY
一类随机SEIR模型的动力学分析,湘潭大学,PUBLISHED_BY
基于机器学习的前列腺癌骨转移预测模型的建立及验证,兰州大学,PUBLISHED_BY
X在线教育公司推免辅导产品营销策略研究,中央民族大学,PUBLISHED_BY
开放式增温对双季籼稻籽粒蛋白质含量的影响及其机理,江西农业大学,PUBLISHED_BY
酰肼类化合物还原四价铱反应的动力学分析,河北大学,PUBLISHED_BY
图像去雾技术研究及应用,南京信息工程大学,PUBLISHED_BY
基于深度学习的快递面单识别系统,南京邮电大学,PUBLISHED_BY
交流接触器节能芯片的研发与应用,浙江大学,PUBLISHED_BY
肿瘤分子学特征在特殊肺癌精准诊疗中的应用,北京协和医学院,PUBLISHED_BY
超导量子器件与量子信息处理的理论研究,复旦大学,PUBLISHED_BY
面向环境理解与目标跟踪的SLAM关键技术研究,南京理工大学,PUBLISHED_BY
计算机视觉中的弱监督物体定位,哈尔滨工业大学,PUBLISHED_BY
电力科技知识驱动的专家匹配选择与优化分配模型研究,华北电力大学(北京),PUBLISHED_BY
智能助教研究：学生的使用偏好及对学生创造表现的影响,北京邮电大学,PUBLISHED_BY
H公司研发管理流程优化研究,吉林大学,PUBLISHED_BY
过渡金属基多级中空纳米结构材料的葡萄糖传感器研究,武汉大学,PUBLISHED_BY
基于AIoT的生物靶点识别及昼夜节律对人体健康影响分析,贵州大学,PUBLISHED_BY
面向传感和催化的气固界面吸附与反应机理研究,浙江大学,PUBLISHED_BY
基于生物信息学分析通脉养心丸治疗COPD的机制,山西省中医药研究院,PUBLISHED_BY
数字经济对就业的影响研究,天津财经大学,PUBLISHED_BY
基于深度学习的中医证型文本分类研究,广西大学,PUBLISHED_BY
AP39通过减轻氧化应激和线粒体损伤改善高脂饮食诱导的幼年大鼠肝损伤,安徽医科大学,PUBLISHED_BY
GNSS实时水汽反演关键算法研究,中国矿业大学,PUBLISHED_BY
机器学习辅助CO2参与杂环类化合物合成及发光性质测定研究,成都大学,PUBLISHED_BY
层状PDI基复合光催化材料的设计制备及其水净化研究,武汉科技大学,PUBLISHED_BY
政媒融合问政平台留言自动匹配与协同回应研究,华中师范大学,PUBLISHED_BY
基于TRPM8通路探讨晕清降压方对肥胖型代谢性高血压大鼠肠系膜动脉平滑肌细胞的效应机制,湖南中医药大学,PUBLISHED_BY
数字赋能高校思想政治教育发展研究,云南师范大学,PUBLISHED_BY
自动苹果采摘系统效率提升技术研究,燕山大学,PUBLISHED_BY
具有反应扩散两类传染病模型的动力学分析,北方民族大学,PUBLISHED_BY
单细胞转录组及免疫组库揭示早期动脉粥样硬化外周血免疫细胞异质性,郑州大学,PUBLISHED_BY
中国高血压人群估算肾小球滤过率高值对心脑血管疾病发生风险的分析研究,南昌大学,PUBLISHED_BY
VLF波在地-电离层波导和各向异性电离层中的电磁特性研究,电子科技大学,PUBLISHED_BY
对氯苯乙烯-丙烯酸甲酯梯度共聚物序列结构的13C-NMR表征及动态Monte Carlo模拟,中国四川成都,PUBLISHED_BY
基于MEMS地震传感器的LoRa无线组网技术研究,防灾科技学院,PUBLISHED_BY
基于知识图谱的核电设备健康管理系统设计与实现,浙江大学,PUBLISHED_BY
制造业大数据应用对企业绩效的影响研究：“资源利用-转换”的二阶段视角,浙江工商大学,PUBLISHED_BY
基于细菌仿生纳米颗粒用于肿瘤治疗的研究,中国科学院大学(中国科学院深圳先进技术研究院),PUBLISHED_BY
卷积神经网络对神经根型颈椎病磁共振图像自动诊断的临床应用研究,南昌大学,PUBLISHED_BY
人工智能（AI）指令集模拟器关键技术研究,西安电子科技大学,PUBLISHED_BY
基于静脉期胸部CT的肿瘤周围影像组学模型预测小细胞肺癌脑转移的研究,华北理工大学,PUBLISHED_BY
基于改进麻雀搜索算法与RSA-TCN-LSTM的短期建筑负荷预测方法,吉林化工学院,PUBLISHED_BY
聚乙烯醇微球预涂动态膜的制备、表征及其SMBR的应用研究,大连理工大学,PUBLISHED_BY
铈基和铁基催化剂的制备及其电催化NRR性能研究,电子科技大学,PUBLISHED_BY
基于RPA+AI的财务分析报告生成研究,重庆理工大学,PUBLISHED_BY
基于深度学习的图像风格迁移算法的研究与实现,江苏科技大学,PUBLISHED_BY
柑橘视觉分级小型系统研究,哈尔滨工业大学,PUBLISHED_BY
固定化酶促反应制备人源寡糖的新策略研究,江南大学,PUBLISHED_BY
基于lncRNA H19/miR-148b-3p/ELF5通路研究淫羊藿苷抑制内皮间质转化改善动脉粥样硬化的作用,吉林大学,PUBLISHED_BY
翻译目的论视角下科技文本翻译实践报告,西安理工大学,PUBLISHED_BY
A扫地机器人公司发展战略研究,广西大学,PUBLISHED_BY
三株溶藻弧菌噬菌体的分离鉴定及其鸡尾酒制剂的初步应用研究,济南大学,PUBLISHED_BY
基于多机器人协同的危险源处置研究,西安工业大学,PUBLISHED_BY
慢性心衰患者恐惧疾病进展现状及影响因素的混合性研究,河北大学,PUBLISHED_BY
LncRNA MRAK159688通过REST介导MOR表达下调促进大鼠吗啡耐受形成,中南大学,PUBLISHED_BY
介孔聚多巴胺pH响应载药平台和荧光聚多巴胺探针的设计合成与应用,山东师范大学,PUBLISHED_BY
多环螺吲哚啉的合成研究,广州大学,PUBLISHED_BY
2022年马铃薯遗传育种研究进展,中国黑龙江齐齐哈尔,PUBLISHED_BY
结直肠癌患者照顾者获益感轨迹及预测因素研究,扬州大学,PUBLISHED_BY
重组大肠杆菌生物合成S-腺苷甲硫氨酸的研究,浙江科技大学,PUBLISHED_BY
益气温阳活血利水法治疗慢性心力衰竭的临床分析及作用机制探讨,广州中医药大学,PUBLISHED_BY
小麦TILLING突变体叶绿素荧光特性及PAO基因家族分析,烟台大学,PUBLISHED_BY
基于特征自监督学习与增强的海面目标检测方法研究,山东大学,PUBLISHED_BY
基于证据挖掘的自可解释自然语言理解方法研究,中国科学技术大学,PUBLISHED_BY
人工智能面试对应聘者求职意愿的影响研究,北方工业大学,PUBLISHED_BY
基于评论文本的深层特征的推荐算法研究,燕山大学,PUBLISHED_BY
改性氮化碳材料的制备及其光催化降解抗生素的机理研究,华东理工大学,PUBLISHED_BY
钯纳米催化剂的光催化可控溶解的机制与性能研究,上海师范大学,PUBLISHED_BY
基于语义完备性的Transformer语言模型研究及应用,西安理工大学,PUBLISHED_BY
基于面部与人体行为特征的驾驶员疲劳检测研究,兰州交通大学,PUBLISHED_BY
几类传染病模型动力学行为的研究,四川师范大学,PUBLISHED_BY
酞菁酰亚胺类电子受体和光动力治疗分子的设计、合成及应用研究,南昌大学,PUBLISHED_BY
我国民事诉讼在线庭审制度研究,河北大学,PUBLISHED_BY
人工智能结合低剂量螺旋CT在2022年度贵阳市肺癌筛查中的应用价值研究,遵义医科大学,PUBLISHED_BY
基于深度强化学习和大语言模型的智能体决策研究,南开大学,PUBLISHED_BY
癌因性疲乏的证候特征及相关影响因素的研究,中国中医科学院,PUBLISHED_BY
基于人工智能的果蝇智慧虫情监测及绿色防控系统关键技术研究,贵州大学,PUBLISHED_BY
基于宽禁带半导体器件的功率变换器设计与研究,江南大学,PUBLISHED_BY
企业责任式创新机制研究,哈尔滨工程大学,PUBLISHED_BY
基于AIS数据的动态化船舶排放清单建立方法与应用研究,华南理工大学,PUBLISHED_BY
(虫责)亚科昆虫比较线粒体基因组及系统发育研究,河南科技学院,PUBLISHED_BY
基于微生物组学和代谢组学技术对德昂酸茶的发酵机理初探,云南农业大学,PUBLISHED_BY
Fe/SSZ-13分子筛催化甲烷高选择性氧化羰基化制备乙酸的机理研究,兰州大学,PUBLISHED_BY
基于虚拟现实的研学营地规划设计方法研究,北京建筑大学,PUBLISHED_BY
超声影像组学联合C-TIRADS辅助诊断甲状腺结节良恶性准确性的研究,湖北医药学院,PUBLISHED_BY
基于医疗电子记录的ICU患者死亡风险预测与疾病诊疗算法研究,电子科技大学,PUBLISHED_BY
三黄煎剂调控p62介导的选择性自噬诱导三阴性乳腺癌细胞线粒体途径凋亡的机制研究,南京中医药大学,PUBLISHED_BY
基于深度学习的番茄叶部病害识别方法研究与应用,安徽农业大学,PUBLISHED_BY
三维模型知识抽取与表示方法研究,西北大学,PUBLISHED_BY
第一恒磨牙近中异位萌出的早期干预,中国福建厦门,PUBLISHED_BY
量子纠缠和消相干的研究,中国科学技术大学,PUBLISHED_BY
基于Phylogenomics的杨树系统发生关系构建与NLR基因家族分析,江西农业大学,PUBLISHED_BY
二氢杨梅素对脑出血小鼠的治疗效果及作用机制研究,华中科技大学,PUBLISHED_BY
涉人脸识别犯罪行为的刑法规制研究,浙江农林大学,PUBLISHED_BY
基于变换域的对抗样本生成方法研究,江南大学,PUBLISHED_BY
特大型城市新兴风险规制的行政法研究,西南政法大学,PUBLISHED_BY
基于大语言模型的农业知识问答系统的研究与设计,河北科技师范学院,PUBLISHED_BY
在线评论的酒店服务质量挖掘,深圳大学,PUBLISHED_BY
不同蛋白水平日粮对川南黑山羊生产性能、瘤胃微生物及血清代谢组学的影响,四川农业大学,PUBLISHED_BY
野葛基因组的组装注释及多组学分析,广西大学,PUBLISHED_BY
肺癌术后患者癌症复发恐惧、自我效能、社会支持与生活质量相关性研究,甘肃中医药大学,PUBLISHED_BY
基于光生电荷调控的异质结设计及光催化降解污染物性能增强机理研究,北京化工大学,PUBLISHED_BY
基于异构图的细粒度假新闻检测研究,河北工程大学,PUBLISHED_BY
外源葡萄糖对Sphingosinicella microcystinivorans Y2降解MC-LR的调控机制研究,中南大学,PUBLISHED_BY
"原位活化惰性2-硼基-1,3-丁二烯合成高联烯基醇",南京理工大学,PUBLISHED_BY
清达颗粒治疗高血压的临床观察及调控NLRP3介导细胞焦亡的机制研究,北京中医药大学,PUBLISHED_BY
融合视觉-触觉信息的机器人轴孔装配技术研究,广西大学,PUBLISHED_BY
下调microRNA-592抑制阿尔兹海默病大鼠星形胶质细胞氧化应激损伤机制的研究,兰州大学,PUBLISHED_BY
复杂场景下的文本语义理解方法研究,中国科学技术大学,PUBLISHED_BY
贸易摩擦背景下中兴通讯的财务状况分析及对策研究,电子科技大学,PUBLISHED_BY
数字普惠金融对制造业中小企业创新投入的影响研究,哈尔滨商业大学,PUBLISHED_BY
胰高血糖素样肽-1对糖尿病合并慢性结肠炎的影响及作用机制,吉林大学,PUBLISHED_BY
远距离量子通信,中国科学技术大学,PUBLISHED_BY
移动边缘智能系统中的资源协同优化和安全防护研究,北京邮电大学,PUBLISHED_BY
基于混沌角度支配与深度学习网络的多目标优化算法及路径规划研究,北京邮电大学,PUBLISHED_BY
基于孪生神经网络的智能眼底图像诊断技术在2型糖尿病患者颈动脉内膜增厚早期预测中的探索与研究,安徽医科大学,PUBLISHED_BY
基于Text-to-SQL问答系统的设计与实现,西北民族大学,PUBLISHED_BY
氧化铈促进型铜基材料的合成及其在电催化二氧化碳还原中的应用,兰州大学,PUBLISHED_BY
基于情感分析的物流服务质量评价算法研究,西安石油大学,PUBLISHED_BY
视觉文化传播视域下AI绘画的应用现状及其优化研究,河南大学,PUBLISHED_BY
媒体等同理论视域下社交网络机器人对人类情感影响机制及风险规制研究,河北经贸大学,PUBLISHED_BY
二维新型光电催化材料的设计与表征,贵州师范大学,PUBLISHED_BY
加味大补肾汤联合恩替卡韦治疗脾肾阳虚型慢性乙型肝炎的临床观察,湖南中医药大学,PUBLISHED_BY
智能无人船货物运输下承运人义务与责任制度的完善研究,大连海事大学,PUBLISHED_BY
铋基材料光催化降解吡虫啉的过程与机制,西北农林科技大学,PUBLISHED_BY
基于OpenAI的主观题自动评分方法的研究与应用,长江大学,PUBLISHED_BY
计算传播视域下社交媒体用户对人工智能的可供性感知和情感透视,西安外国语大学,PUBLISHED_BY
循环microRNA及人工智能辅助产前超声诊断胎儿室间隔缺损,福建医科大学,PUBLISHED_BY
光催化反应过程中动态缺陷的演变机制及其对反应机理的影响,电子科技大学,PUBLISHED_BY
数字化转型对企业投资效率的影响及作用机制研究,西安理工大学,PUBLISHED_BY
微生物组学和代谢组学联合分析胰十二指肠切除术对肠道菌群及代谢物的影响,福建医科大学,PUBLISHED_BY
时序动态网络表征方法研究,黑龙江大学,PUBLISHED_BY
小规模数据集下的半监督学习研究与应用,浙江大学,PUBLISHED_BY
人工智能时代高校思想政治教育方法创新研究,喀什大学,PUBLISHED_BY
基于机器视觉的三维摄影测量技术研究,南京邮电大学,PUBLISHED_BY
煤矿巷道冲尘机器人机械臂的结构设计和轨迹优化,山西大同大学,PUBLISHED_BY
基于功能图论的精准医学网络模型构建与应用,北京林业大学,PUBLISHED_BY
基于指针生成网络的文本生成及应用研究,长春工业大学,PUBLISHED_BY
PDIA6对子宫内膜癌恶性生物学行为的影响及机制研究,山东大学,PUBLISHED_BY
智能制造背景下A新能源公司的生产效率提升研究,江西财经大学,PUBLISHED_BY
基于外部知识的多轮对话系统的研究与实现,北京邮电大学,PUBLISHED_BY
基于叠氮-炔点击化学的脂质合成及囊泡构建研究,哈尔滨工业大学,PUBLISHED_BY
昼夜节律紊乱通过调控成纤维细胞焦亡影响牙周炎进展的作用机制研究,中国人民解放军空军军医大学,PUBLISHED_BY
数字经济对我国产业结构优化升级的影响研究,哈尔滨商业大学,PUBLISHED_BY
低频电针双侧“归来”(ST 29)和“三阴交”(SP 6)激活多囊卵巢综合征大鼠棕色脂肪组织中的交感神经,中国山东济南,PUBLISHED_BY
基于卷积神经网络的电路图纸智能识别技术研究,中北大学,PUBLISHED_BY
光催化-微生物燃料电池耦合去除含氯有机物及产电机制研究,东北师范大学,PUBLISHED_BY
MOCVD生长Ga2O3和β-(AlxGa1-x)2O3薄膜的研究,西安电子科技大学,PUBLISHED_BY
钌/铱纳米结的一氧化碳优先催化氧化研究,中国科学技术大学,PUBLISHED_BY
基于计算机视觉的钢材表面缺陷检测研究,华北水利水电大学,PUBLISHED_BY
基于深度学习的条件式视觉内容生成研究及应用,浙江大学,PUBLISHED_BY
具有疫苗接种的霍乱传播动力学建模与研究,山西大学,PUBLISHED_BY
数字化转型对上市商业银行盈利能力的影响研究,福建农林大学,PUBLISHED_BY
基于超车频次的自动驾驶车辆行为决策研究,吉林大学,PUBLISHED_BY
石墨烯量子霍尔效应及其在量子电阻计量芯片中的应用,中国科学技术大学,PUBLISHED_BY
Ag/Ag3PO4/CNTs复合材料的制备、表征及其光催化性能研究,太原理工大学,PUBLISHED_BY
恶劣光照下注意力嵌入的图像增强方法研究,浙江大学,PUBLISHED_BY
基于深度学习的医学图像分割算法研究,华东师范大学,PUBLISHED_BY
结直肠癌幸存者社会疏离与自我表露及家庭弹性的关系研究,山东中医药大学,PUBLISHED_BY
数字人文视域下历史报纸资源语义化知识组织研究,吉林大学,PUBLISHED_BY
芯片原子钟用薄膜体声波谐振器关键技术,中国科学技术大学,PUBLISHED_BY
老年阻塞性睡眠呼吸暂停综合征共病2型糖尿病患者的不良预后风险,延安大学,PUBLISHED_BY
突发事件网络舆情群体极化的风险耦合及风险评估研究,吉林大学,PUBLISHED_BY
面向自适应学习的深度认知诊断方法及其应用,中国科学技术大学,PUBLISHED_BY
高效光热铜铈催化剂的合成及其催化CO优先氧化的性能研究,中国计量大学,PUBLISHED_BY
腐植酸磷肥对番茄生长发育、磷形态转化及磷素有效性的影响,安徽农业大学,PUBLISHED_BY
Fe2+/PS去除水体铜绿微囊藻及抗生素抗性基因机制研究,上海应用技术大学,PUBLISHED_BY
基于伪标签的弱监督语义分割研究,武汉大学,PUBLISHED_BY
情境认知下的文化地标数字导览交互设计研究,江南大学,PUBLISHED_BY
教育神经科学视角下小学高年级语文阅读课堂教学策略研究,淮北师范大学,PUBLISHED_BY
主观题自动评分方法的研究,广东工业大学,PUBLISHED_BY
疏风通络法治疗支气管哮喘急性发作期（风痰兼血瘀证）患者的临床观察,黑龙江中医药大学,PUBLISHED_BY
耐酸乳酸乳球菌的筛选及耐酸机制研究,内蒙古农业大学,PUBLISHED_BY
基于阻抗的锂离子电池动态建模、全频表征与快速诊断,国防科技大学,PUBLISHED_BY
别欧前胡素诱导宫颈癌细胞凋亡和自噬的作用及机制探讨,兰州大学,PUBLISHED_BY
系统代谢改造谷氨酸棒状杆菌高效生产L-茶氨酸,江南大学,PUBLISHED_BY
乳腺癌患者中医体质、睡眠质量与癌因性疲乏的相关性研究,山东中医药大学,PUBLISHED_BY
基于数据驱动的电梯故障诊断问题研究,沈阳工业大学,PUBLISHED_BY
人类微生物组和宿主表观基因组关联数据库构建及微生物功能注释研究,重庆医科大学,PUBLISHED_BY
BOPPPS联合案例教学在儿童口腔科临床见习中的应用,中国福建厦门,PUBLISHED_BY
咪唑并吡嗪衍生物的设计、合成及其生物活性研究,河北大学,PUBLISHED_BY
媒体融合背景下四川高校校园媒体的发展现状和对策研究,云南师范大学,PUBLISHED_BY
面向零知识证明的硬件加速器的架构设计与实现,电子科技大学,PUBLISHED_BY
盆栽油菜图像采集机器人设计与试验,华中农业大学,PUBLISHED_BY
基于机器视觉的数控刀具磨损检测,厦门理工学院,PUBLISHED_BY
新蛋白构型抑制素疫苗对雌性SD大鼠繁殖性能的影响,四川农业大学,PUBLISHED_BY
压电极化诱导面电荷和光生电荷转移机制及催化产生活性氧研究,同济大学,PUBLISHED_BY
基于Seq2Seq框架的文本风格迁移研究,南京邮电大学,PUBLISHED_BY
活性氧物种的光化学调控及其去除有机污染物的机理研究,华中农业大学,PUBLISHED_BY
基于微生物培养组学和宏基因组学的血小板细菌检测方法研究,北京协和医学院,PUBLISHED_BY
La掺杂对n型宽禁带氧化物半导体/p-GaN异质结自驱动紫外光电探测器影响的研究,广西大学,PUBLISHED_BY
人工智能辅助的冠脉CTA对冠心病患者的临床应用价值,石河子大学,PUBLISHED_BY
基于机器视觉的刀具磨损检测方法研究,沈阳工业大学,PUBLISHED_BY
多目标物流车协同控制方法研究与应用,石家庄铁道大学,PUBLISHED_BY
基于机器视觉的螺丝孔检测与锁付系统研究,武汉纺织大学,PUBLISHED_BY
Metrnl对伤口愈合的作用和血管新生相关机制研究,中国人民解放军海军军医大学,PUBLISHED_BY
NFSI在构建非对称二硫醚中的应用,常州大学,PUBLISHED_BY
西藏牦牛源牛支原体比较基因组学及其致病性研究,西藏农牧学院,PUBLISHED_BY
胞外核小体介导慢性应激负性情绪的机制研究,厦门大学,PUBLISHED_BY
基于深度学习的多目标检测与分类算法的研究,吉林大学,PUBLISHED_BY
中药安神方治疗成人慢性失眠多中心临床观察及机制研究,湖北中医药大学,PUBLISHED_BY
贵州施洞刺绣图像语言的数字艺术创新研究,华东师范大学,PUBLISHED_BY
金刚石中NV色心光致变色的研究,中国科学技术大学,PUBLISHED_BY
多意象模态体验下的装备制造类企业网页设计研究,兰州理工大学,PUBLISHED_BY
基于计算机视觉的白茶茶毫品质数字化评价,浙江农林大学,PUBLISHED_BY
基于无人飞机机器视觉的结构缺陷智能识别方法及系统,湖南科技大学,PUBLISHED_BY
人工智能虚拟偶像的粉丝忠诚度研究,广西大学,PUBLISHED_BY
有氧运动与复合多糖干预对肥胖大鼠肠道菌群失衡影响的宏基因组学分析,山东体育学院,PUBLISHED_BY
基于GRADE方法和改良德尔菲法的老年高血压中医诊疗专家共识的研究,北京中医药大学,PUBLISHED_BY
料箱机器人稳定性分析与轻量化设计,北京邮电大学,PUBLISHED_BY
基于粗酶固定化的高产N-乙酰神经氨酸无细胞体系的构建,江南大学,PUBLISHED_BY
基于深度学习的细胞分类和染色质环预测方法研究,西北农林科技大学,PUBLISHED_BY
基于智能聊天机器人的人机情感交互研究,黑龙江大学,PUBLISHED_BY
员工持股计划对企业创新的影响研究,上海财经大学,PUBLISHED_BY
不同来源碳青霉烯耐药假单胞菌的流行特征及传播机制,扬州大学,PUBLISHED_BY
基于数据驱动的机场沥青道面预防性养护决策研究,长安大学,PUBLISHED_BY
逮捕条件中社会危险性审查研究,中国人民公安大学,PUBLISHED_BY
醒脑开窍针法治疗抑郁症临床研究进展,中国天津,PUBLISHED_BY
中文文本纠错关键技术研究,广东外语外贸大学,PUBLISHED_BY
基于深度学习的目标检测算法在多目标茶树害虫识别中的应用,福建农林大学,PUBLISHED_BY
基于GIS的建筑垃圾填埋场选址优化研究,扬州大学,PUBLISHED_BY
MXene电热执行器的制备与控制,吉林大学,PUBLISHED_BY
吡啶盐及硫盐类化合物的后期官能团化研究,扬州大学,PUBLISHED_BY
生成式人工智能辅助论文写作的用户满意度影响因素研究,华中师范大学,PUBLISHED_BY
电诱导远端C（sp3）-H硫氰基化反应研究,伊犁师范大学,PUBLISHED_BY
三种植物中蜜蜂残翅病毒分离株基因组学及蛋白组学研究,云南农业大学,PUBLISHED_BY
基于图和深度网络的癌症诊断研究,江南大学,PUBLISHED_BY
吡啶吡咯Cp*Ir（Ⅲ）配合物的甲酸制氢和CO2加氢还原性能研究,中南大学,PUBLISHED_BY
宏基因组和代谢组分析揭示抗感烟草品种应答南方根结线虫侵染的根际微生态特征,河南农业大学,PUBLISHED_BY
基于深度学习的视觉SLAM研究综述,中国江苏镇江,PUBLISHED_BY
基于视觉引导的机械臂定位与跟踪算法研究,齐鲁工业大学,PUBLISHED_BY
基于醛及其衍生物的直接电化学精细转化研究,天津理工大学,PUBLISHED_BY
斑纹小贻贝群体遗传及肠道菌群特征分析,青岛大学,PUBLISHED_BY
基于宏基因组测序分析吴茱萸碱对犬肠道微生物的影响,赣南医科大学,PUBLISHED_BY
蒙古语状态否定句的表征及否定词后置效应,内蒙古师范大学,PUBLISHED_BY
小麦麦穗的目标检测与杂草分类识别研究,兰州大学,PUBLISHED_BY
小学第三学段学生数学推理意识的培养策略研究,临沂大学,PUBLISHED_BY
垃圾渗沥液处理过程腐殖酸组分变化及其不同级分的紫外光催化降解特征研究,福建师范大学,PUBLISHED_BY
主角情绪和时间信息对情境模型加工的影响,河北师范大学,PUBLISHED_BY
基于知信行理论引导下的强化呼吸功能锻炼对门诊支气管哮喘慢性持续期患者的疾病控制和生活质量的影响,线上会议,PUBLISHED_BY
基于深度学习的染色质交互数据增强与生成,华中农业大学,PUBLISHED_BY
苯乙烯—丙烯腈梯度共聚物序列结构的～（13）C-NMR表征及动态Monte Carlo模拟,华东师范大学,PUBLISHED_BY
图形泛基因组和全基因组关联分析揭示结构变异对异源四倍体棉花形成与分化的影响,浙江大学,PUBLISHED_BY
数据驱动的时间序列分解集成预测及应用研究,华南农业大学,PUBLISHED_BY
